age,clubID,clubLocation,clubName,eventEndTime,eventID,eventName,eventStartTime,lat,long,province,cnt
6,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,18,5,Family picnic,11,56.723349,-111.36376,AB,1
9,143,"266 Quigley's Line, Bell Island, A0A 4H0, NL",Wabana Boys and Girls Club,15,11,Games in the field,10,47.648252,-52.941447,NL,1
6,164,"247 McMurchy Avenue South, Brampton, L6Y 1Z4, ON",Boys and Girls Club of Peel,18,1,Flag football tournament,12,43.667617,-79.749136,ON,1
12,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,18,5,Family picnic,11,56.723349,-111.36376,AB,1
16,187,"54C Smith Street West, Yorkton, S3N 2X3, SK",Boys and Girls Club of Yorkton Inc.,17,11,Games in the field,10,51.211744,-102.46649,SK,1
14,158,"1144 Lea Street, Pembroke, K8A 6Z4, ON",Boys and Girls Club of Pembroke,16,20,Parents and kids game day,14,45.829091,-77.144182,ON,1
9,119,"10090 93 avenue, Fort Saskatchewan, T8L 1N4, AB",Boys and Girls Club of Fort Saskatchewan,18,37,Glow dance in pm,11,53.702479,-113.207744,AB,1
15,157,"Robert Meek Community Youth Centre, Kingston, K7K 3E1, ON",Boys and Girls Club of Kingston & Area Inc.,17,36,Kickball tournament,11,44.239323,-76.484552,ON,1
17,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,16,24,Chalk mural,12,56.723349,-111.36376,AB,1
16,172,"21 Panorama Court, Etobicoke, M9V 4E3, ON",Albion Neighbourhood Services Boys and Girls Club,17,36,Kickball tournament,13,43.746801,-79.583702,ON,1
17,158,"1144 Lea Street, Pembroke, K8A 6Z4, ON",Boys and Girls Club of Pembroke,16,20,Parents and kids game day,14,45.829091,-77.144182,ON,1
7,125,"150 Wood Street, Kamloops, V2B 0G6, BC",Boys and Girls Club of Kamloops,16,29,Old Navy event in Delta,12,50.689649,-120.356178,BC,1
17,105,"611 - 3rd Street, S.W., Black Diamond, T0L 0H0, AB",Boys and Girls Clubs of the Foothills,18,25,building birdhouses,10,50.683054,-114.238306,AB,1
10,124,"1404 2nd Street N, Cranbrook, V1C 3L2, BC",Cranbrook Boys and Girls Club,16,36,Kickball tournament,10,49.514435,-115.761608,BC,1
8,158,"1144 Lea Street, Pembroke, K8A 6Z4, ON",Boys and Girls Club of Pembroke,16,20,Parents and kids game day,14,45.829091,-77.144182,ON,1
13,141,"1021 RTE 776, Unit 1, Grand Manan, E5G 4E5, NB",The Boys and Girls Club of Grand Manan Island Inc.,17,11,Games in the field,14,44.765534,-66.753726,NB,1
12,187,"54C Smith Street West, Yorkton, S3N 2X3, SK",Boys and Girls Club of Yorkton Inc.,17,11,Games in the field,10,51.211744,-102.46649,SK,1
13,164,"247 McMurchy Avenue South, Brampton, L6Y 1Z4, ON",Boys and Girls Club of Peel,18,32,Painting class,10,43.667617,-79.749136,ON,1
9,161,"8800 McLeod Road, Niagara Falls, L2E 6S5, ON",Boys and Girls Club of Niagara,18,20,Parents and kids game day,13,43.06914,-79.145044,ON,1
11,146,"1 Williams Turnpike, Buchans, A0H 1G0, NL",James Hornell Boys and Girls Club,15,16,Carnival,14,48.826941,-56.853187,NL,1
14,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,17,20,Parents and kids game day,11,45.932414,-65.183547,NB,1
14,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,16,24,Chalk mural,12,56.723349,-111.36376,AB,1
6,175,"184 Horton St. E., London, N6B 1K8, ON",Boys and Girls Club of London,15,36,Kickball tournament,10,42.9797,-81.2462,ON,1
6,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,18,12,BBQ,10,45.932414,-65.183547,NB,1
8,115,"10135 - 89 Street, Edmonton, T5H 1P6, AB",Boys and Girls Clubs Big Brothers Big Sisters of Edmonton & Area,16,45,Internal event,13,53.544822,-113.468879,AB,1
14,133,"P.O. Box 7416, Riverview, E1B 4T9, NB",Boys and Girls Club of Riverview,18,19,Donor appreciation event,14,46.072084,-64.762098,NB,1
14,112,"4633 - 49th Street, Red Deer, T4N 1T4, AB",Boys and Girls Club of Red Deer and District,18,18,Family night,10,52.268036,-113.804126,AB,1
6,129,"20 - 5th Street, Nanaimo, V9R 1M7, BC ",Boys and Girls Clubs of Central Vancouver Island,18,8,police vs youth soccer game,16,49.155106,-123.938997,BC ,1
17,183,"666 Woodland Avenue, Verdun , H4H 1V8, QC",Boys and Girls Clubs of Dawson,15,29,Old Navy event in Delta,11,45.452447,-73.573858,QC,1
15,132,"76, rue Emmanuel, Dieppe, E1A 2J5, NB",Dieppe Boys and Girls Club Inc.,17,38,Pancake breakfast in am,11,46.099897,-64.680588,NB,1
16,167,"313 Pharmacy Avenue, Toronto, M1L 3E7, ON",Boys and Girls Club of West Scarborough,15,44,Providing volunteers,14,43.701263,-79.284684,ON,1
13,104,"Box 232, Slave Lake, T0G 2A2, AB",Boys and Girls Club of Slave Lake,18,17,Variety of Club activities,15,55.2787161,-114.8035089,AB,1
16,136,"1 Paul Harris Street, Saint John, E2L 3V9, NB",The Boys and Girls Club of Saint John Inc.,16,38,Pancake breakfast in am,12,45.278527,-66.052811,NB,1
11,162,"c/o Social Enterprise of Canada, Newmarket, L3Y 3E3, ON",Boys and Girls Club of York Region,15,13,Games and fitness challenges,12,44.070991,-79.431925,ON,1
7,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,16,20,Parents and kids game day,14,54.127681,-115.67198,AB,1
12,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,18,12,BBQ,10,45.932414,-65.183547,NB,1
7,142,"P.O. Box 190, Upper Island Cove, A0A 4E0, NL",Upper Island Cove Boys and Girls Club,17,6,Group games,12,47.05564,-53.201979,NL,1
11,180,"364 Notre Dame Street, Summerside, C1N 1S7, PE",Boys and Girls Club of Summerside Inc.,18,26,Community BBQ,14,46.396213,-63.793952,PE,1
10,143,"266 Quigley's Line, Bell Island, A0A 4H0, NL",Wabana Boys and Girls Club,16,24,Chalk mural,13,47.648252,-52.941447,NL,1
9,109,"P.O. Box 1554, Cochrane, T4C 1B5, AB",Boys and Girls Club of Cochrane and Area,15,20,Parents and kids game day,13,51.188976,-114.475773,AB,1
9,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,16,20,Parents and kids game day,14,54.127681,-115.67198,AB,1
8,102,"4903 - 50 Avenue, Bashaw, T0B 0H0, AB",Boys and Girls Clubs of Bashaw & Area,18,8,police vs youth soccer game,12,52.582834,-112.97217,AB,1
8,161,"8800 McLeod Road, Niagara Falls, L2E 6S5, ON",Boys and Girls Club of Niagara,18,20,Parents and kids game day,13,43.06914,-79.145044,ON,1
7,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,15,36,Kickball tournament,14,54.127681,-115.67198,AB,1
6,109,"P.O. Box 1554, Cochrane, T4C 1B5, AB",Boys and Girls Club of Cochrane and Area,16,21,Youth basketball game,14,51.188976,-114.475773,AB,1
8,181,"165 Avenue Proulx, Québec , G1M 1W7, QC",Régional des maisons de jeunes de Québec,16,42,Tacky clothes day,12,46.813812,-71.257126,QC,1
6,133,"P.O. Box 7416, Riverview, E1B 4T9, NB",Boys and Girls Club of Riverview,15,11,Games in the field,13,46.072084,-64.762098,NB,1
9,150,"111 West St., Sydney, B1N 1S3 ‎, NS",Boys and Girls Clubs of Cape Breton-Whitney Pier Youth Club,18,32,Painting class,15,46.159691,-60.181195,NS,1
14,108,"1003 Allen Street S.E., Airdrie, T4B 1B3, AB",Boys and Girls Club of Airdrie,18,12,BBQ,10,51.285483,-114.005169,AB,1
13,104,"Box 232, Slave Lake, T0G 2A2, AB",Boys and Girls Club of Slave Lake,18,17,Variety of Club activities,15,55.2787161,-114.8035089,AB,1
8,158,"1144 Lea Street, Pembroke, K8A 6Z4, ON",Boys and Girls Club of Pembroke,16,20,Parents and kids game day,14,45.829091,-77.144182,ON,1
15,185,"1520, rue Dunant, Sherbrooke , J1H 4A2, QC",Repaire jeunesse de Sherbrooke – Ascot,18,34,bike raffle,14,45.383129,-71.898859,QC,1
13,154,"11 Bond Street, Yarmouth, B5A 1P6, NS",Boys and Girls Club of Yarmouth,17,15,"Popcorn picnic, with Unplug to Connect packages distributed to all families",14,43.827026,-66.120342,NS,1
8,162,"c/o Social Enterprise of Canada, Newmarket, L3Y 3E3, ON",Boys and Girls Club of York Region,16,38,Pancake breakfast in am,13,44.070991,-79.431925,ON,1
17,155,"2825 DuMaurier Avenue, Ottawa, K2B 7W3, ON",Boys and Girls Club of Ottawa,16,1,Flag football tournament,14,45.351422,-75.793145,ON,1
9,112,"4633 - 49th Street, Red Deer, T4N 1T4, AB",Boys and Girls Club of Red Deer and District,16,6,Group games,14,52.268036,-113.804126,AB,1
16,142,"P.O. Box 190, Upper Island Cove, A0A 4E0, NL",Upper Island Cove Boys and Girls Club,16,36,Kickball tournament,12,47.05564,-53.201979,NL,1
15,123,"4714 48th St., Bonnyville, T9N 2J1, AB",Boys and Girls Club of Bonnyville,16,37,Glow dance in pm,10,54.266228,-110.735195,AB,1
12,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,17,3,Unplugging for whole day,10,54.127681,-115.67198,AB,1
14,183,"666 Woodland Avenue, Verdun , H4H 1V8, QC",Boys and Girls Clubs of Dawson,15,29,Old Navy event in Delta,11,45.452447,-73.573858,QC,1
17,176,"180 North College Avenue, Sarnia, N7T 7X2, ON",Boys and Girls Club of Sarnia/Lambton,18,7,Activities happening at various service locations,14,42.97341,-82.401201,ON,1
11,158,"1144 Lea Street, Pembroke, K8A 6Z4, ON",Boys and Girls Club of Pembroke,16,20,Parents and kids game day,14,45.829091,-77.144182,ON,1
15,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,16,24,Chalk mural,12,56.723349,-111.36376,AB,1
10,108,"1003 Allen Street S.E., Airdrie, T4B 1B3, AB",Boys and Girls Club of Airdrie,17,42,Tacky clothes day,13,51.285483,-114.005169,AB,1
11,187,"54C Smith Street West, Yorkton, S3N 2X3, SK",Boys and Girls Club of Yorkton Inc.,17,10,Family dodgeball game,12,51.211744,-102.46649,SK,1
8,136,"1 Paul Harris Street, Saint John, E2L 3V9, NB",The Boys and Girls Club of Saint John Inc.,18,37,Glow dance in pm,11,45.278527,-66.052811,NB,1
9,141,"1021 RTE 776, Unit 1, Grand Manan, E5G 4E5, NB",The Boys and Girls Club of Grand Manan Island Inc.,17,11,Games in the field,14,44.765534,-66.753726,NB,1
8,149,"155 Airport Blvd., Gander, A1V 1W5, NL",Gander Boys and Girls Club,15,19,Donor appreciation event,12,48.958229,-54.61175,NL,1
16,162,"c/o Social Enterprise of Canada, Newmarket, L3Y 3E3, ON",Boys and Girls Club of York Region,16,38,Pancake breakfast in am,13,44.070991,-79.431925,ON,1
12,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,18,15,"Popcorn picnic, with Unplug to Connect packages distributed to all families",11,54.127681,-115.67198,AB,1
11,176,"180 North College Avenue, Sarnia, N7T 7X2, ON",Boys and Girls Club of Sarnia/Lambton,18,7,Activities happening at various service locations,14,42.97341,-82.401201,ON,1
11,106,"1405 - 8th Ave. North, Lethbridge, T1H 6N9, AB",Boys and Girls Club of Lethbridge & District,15,17,Variety of Club activities,12,49.711237,-112.822457,AB,1
8,174,"2 Edge Street, Brantford, N3T 6H1, ON",Boys and Girls Club of Brantford,16,40,Community walk,11,43.120581,-80.272023,ON,1
9,128,"301 - 1195 Esquimalt Road, Victoria, V9A 3N6, BC",Boys and Girls Club Services of Greater Victoria,16,20,Parents and kids game day,10,48.429881,-123.412126,BC,1
15,139,"2699 Fredericton Road, Salisbury, E4J 2E1, NB",Salisbury Boys and Girls Club Inc.,16,12,BBQ,12,46.029757,-65.039246,NB,1
14,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,17,23,Variety of activities for kids and parents/families,10,45.932414,-65.183547,NB,1
10,164,"247 McMurchy Avenue South, Brampton, L6Y 1Z4, ON",Boys and Girls Club of Peel,18,32,Painting class,10,43.667617,-79.749136,ON,1
17,125,"150 Wood Street, Kamloops, V2B 0G6, BC",Boys and Girls Club of Kamloops,16,29,Old Navy event in Delta,12,50.689649,-120.356178,BC,1
7,171,"180 Westmoreland Avenue, Toronto, M6H 3A2, ON",Dovercourt Boys and Girls Club,18,40,Community walk,16,43.665815,-79.432696,ON,1
8,109,"P.O. Box 1554, Cochrane, T4C 1B5, AB",Boys and Girls Club of Cochrane and Area,16,21,Youth basketball game,14,51.188976,-114.475773,AB,1
6,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,15,36,Kickball tournament,14,54.127681,-115.67198,AB,1
8,126,"51 - 4th Avenue South, Williams Lake, V2G 1J6, BC",Boys and Girls Club of Williams Lake and District,17,9,Afternoon in the park,13,52.127404,-122.141039,BC,1
9,102,"4903 - 50 Avenue, Bashaw, T0B 0H0, AB",Boys and Girls Clubs of Bashaw & Area,18,8,police vs youth soccer game,12,52.582834,-112.97217,AB,1
15,102,"4903 - 50 Avenue, Bashaw, T0B 0H0, AB",Boys and Girls Clubs of Bashaw & Area,18,8,police vs youth soccer game,12,52.582834,-112.97217,AB,1
7,126,"51 - 4th Avenue South, Williams Lake, V2G 1J6, BC",Boys and Girls Club of Williams Lake and District,15,10,Family dodgeball game,13,52.127404,-122.141039,BC,1
15,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,17,23,Variety of activities for kids and parents/families,10,45.932414,-65.183547,NB,1
10,142,"P.O. Box 190, Upper Island Cove, A0A 4E0, NL",Upper Island Cove Boys and Girls Club,16,36,Kickball tournament,12,47.05564,-53.201979,NL,1
14,185,"1520, rue Dunant, Sherbrooke , J1H 4A2, QC",Repaire jeunesse de Sherbrooke – Ascot,18,34,bike raffle,14,45.383129,-71.898859,QC,1
17,112,"4633 - 49th Street, Red Deer, T4N 1T4, AB",Boys and Girls Club of Red Deer and District,16,6,Group games,14,52.268036,-113.804126,AB,1
7,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,17,23,Variety of activities for kids and parents/families,10,45.932414,-65.183547,NB,1
16,136,"1 Paul Harris Street, Saint John, E2L 3V9, NB",The Boys and Girls Club of Saint John Inc.,16,38,Pancake breakfast in am,12,45.278527,-66.052811,NB,1
15,170,"843 Palmerston Avenue, Toronto, M6G 2R8, ON",St. Alban's Boys and Girls Club,18,15,"Popcorn picnic, with Unplug to Connect packages distributed to all families",16,43.671419,-79.415682,ON,1
6,174,"2 Edge Street, Brantford, N3T 6H1, ON",Boys and Girls Club of Brantford,16,40,Community walk,11,43.120581,-80.272023,ON,1
15,189,"1301 - 104th Street, North Battleford, S9A 1N9, SK",Battlefords Boys and Girls Club,18,17,Variety of Club activities,15,52.776823,-108.293512,SK,1
11,103,"Heartland Youth Center, Stettler, T0C 2L0, AB",Stettler & District Boys and Girls Club,15,27,Game night,14,52.326772,-112.701204,AB,1
11,187,"54C Smith Street West, Yorkton, S3N 2X3, SK",Boys and Girls Club of Yorkton Inc.,15,36,Kickball tournament,14,51.211744,-102.46649,SK,1
13,123,"4714 48th St., Bonnyville, T9N 2J1, AB",Boys and Girls Club of Bonnyville,16,37,Glow dance in pm,10,54.266228,-110.735195,AB,1
13,127,"2875 St. George Street, Vancouver, V5T 3R8, BC",Boys and Girls Clubs of South Coast BC,12,21,Youth basketball game,10,49.258869,-123.09346,BC,1
13,124,"1404 2nd Street N, Cranbrook, V1C 3L2, BC",Cranbrook Boys and Girls Club,16,36,Kickball tournament,10,49.514435,-115.761608,BC,1
12,185,"1520, rue Dunant, Sherbrooke , J1H 4A2, QC",Repaire jeunesse de Sherbrooke – Ascot,15,12,BBQ,11,45.383129,-71.898859,QC,1
13,125,"150 Wood Street, Kamloops, V2B 0G6, BC",Boys and Girls Club of Kamloops,16,29,Old Navy event in Delta,12,50.689649,-120.356178,BC,1
8,125,"150 Wood Street, Kamloops, V2B 0G6, BC",Boys and Girls Club of Kamloops,16,29,Old Navy event in Delta,12,50.689649,-120.356178,BC,1
6,185,"1520, rue Dunant, Sherbrooke , J1H 4A2, QC",Repaire jeunesse de Sherbrooke – Ascot,18,34,bike raffle,14,45.383129,-71.898859,QC,1
14,108,"1003 Allen Street S.E., Airdrie, T4B 1B3, AB",Boys and Girls Club of Airdrie,18,12,BBQ,10,51.285483,-114.005169,AB,1
15,143,"266 Quigley's Line, Bell Island, A0A 4H0, NL",Wabana Boys and Girls Club,15,11,Games in the field,10,47.648252,-52.941447,NL,1
16,183,"666 Woodland Avenue, Verdun , H4H 1V8, QC",Boys and Girls Clubs of Dawson,17,4,Dunk for Diabetes event,11,45.452447,-73.573858,QC,1
17,170,"843 Palmerston Avenue, Toronto, M6G 2R8, ON",St. Alban's Boys and Girls Club,18,15,"Popcorn picnic, with Unplug to Connect packages distributed to all families",16,43.671419,-79.415682,ON,1
12,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,17,3,Unplugging for whole day,10,54.127681,-115.67198,AB,1
11,119,"10090 93 avenue, Fort Saskatchewan, T8L 1N4, AB",Boys and Girls Club of Fort Saskatchewan,17,36,Kickball tournament,14,53.702479,-113.207744,AB,1
9,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,16,21,Youth basketball game,13,56.723349,-111.36376,AB,1
9,154,"11 Bond Street, Yarmouth, B5A 1P6, NS",Boys and Girls Club of Yarmouth,17,11,Games in the field,13,43.827026,-66.120342,NS,1
8,174,"2 Edge Street, Brantford, N3T 6H1, ON",Boys and Girls Club of Brantford,16,40,Community walk,11,43.120581,-80.272023,ON,1
7,126,"51 - 4th Avenue South, Williams Lake, V2G 1J6, BC",Boys and Girls Club of Williams Lake and District,15,19,Donor appreciation event,11,52.127404,-122.141039,BC,1
17,190,"306A Alexander St, Whitehorse, Y1A 2L6, YT",Boys and Girls Clubs of Yukon,17,19,Donor appreciation event,13,60.723132,-135.058148,YT,1
10,182,"5593 Rue Jean-Paul Lavergne, Trois-Rivieres , G8Y 3Y5, QC",Maison Coup De Pouce T.R.,18,20,Parents and kids game day,13,46.357095,-72.606973,QC,1
7,132,"76, rue Emmanuel, Dieppe, E1A 2J5, NB",Dieppe Boys and Girls Club Inc.,18,8,police vs youth soccer game,11,46.099897,-64.680588,NB,1
9,187,"54C Smith Street West, Yorkton, S3N 2X3, SK",Boys and Girls Club of Yorkton Inc.,15,36,Kickball tournament,14,51.211744,-102.46649,SK,1
13,182,"5593 Rue Jean-Paul Lavergne, Trois-Rivieres , G8Y 3Y5, QC",Maison Coup De Pouce T.R.,18,20,Parents and kids game day,13,46.357095,-72.606973,QC,1
16,154,"11 Bond Street, Yarmouth, B5A 1P6, NS",Boys and Girls Club of Yarmouth,17,11,Games in the field,13,43.827026,-66.120342,NS,1
8,163,"527 Len Self Blvd, Midland, L4R 5N6, ON",Boys and Girls Clubs of North Simcoe,18,42,Tacky clothes day,13,44.744028,-79.881806,ON,1
12,133,"P.O. Box 7416, Riverview, E1B 4T9, NB",Boys and Girls Club of Riverview,15,11,Games in the field,13,46.072084,-64.762098,NB,1
11,183,"666 Woodland Avenue, Verdun , H4H 1V8, QC",Boys and Girls Clubs of Dawson,15,29,Old Navy event in Delta,11,45.452447,-73.573858,QC,1
15,174,"2 Edge Street, Brantford, N3T 6H1, ON",Boys and Girls Club of Brantford,16,40,Community walk,11,43.120581,-80.272023,ON,1
15,135,"115 Maher St., Miramichi, E1N 4B4, NB",Miramichi Boys and Girls Club,18,37,Glow dance in pm,16,47.016374,-65.447005,NB,1
8,135,"115 Maher St., Miramichi, E1N 4B4, NB",Miramichi Boys and Girls Club,18,37,Glow dance in pm,16,47.016374,-65.447005,NB,1
15,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,17,3,Unplugging for whole day,10,54.127681,-115.67198,AB,1
10,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,17,20,Parents and kids game day,11,45.932414,-65.183547,NB,1
10,156,"506 First Street East, Cornwall, K6H 1L7, ON",Boys & Girls Club of Cornwall/SDG,16,6,Group games,10,45.019938,-74.717244,ON,1
14,130,"300-61 Juno Street, Winnipeg, R3A 1T1, MB",Boys and Girls Clubs of Winnipeg Inc.,17,2,Outdoor games,12,49.900376,-97.152148,MB,1
17,162,"c/o Social Enterprise of Canada, Newmarket, L3Y 3E3, ON",Boys and Girls Club of York Region,16,38,Pancake breakfast in am,13,44.070991,-79.431925,ON,1
13,164,"247 McMurchy Avenue South, Brampton, L6Y 1Z4, ON",Boys and Girls Club of Peel,18,32,Painting class,10,43.667617,-79.749136,ON,1
15,103,"Heartland Youth Center, Stettler, T0C 2L0, AB",Stettler & District Boys and Girls Club,18,39,Campfire,14,52.326772,-112.701204,AB,1
13,115,"10135 - 89 Street, Edmonton, T5H 1P6, AB",Boys and Girls Clubs Big Brothers Big Sisters of Edmonton & Area,15,7,Activities happening at various service locations,10,53.544822,-113.468879,AB,1
13,156,"506 First Street East, Cornwall, K6H 1L7, ON",Boys & Girls Club of Cornwall/SDG,18,20,Parents and kids game day,10,45.019938,-74.717244,ON,1
8,165,"45 Ellis Avenue, Hamilton, L8H 4L8, ON",Boys and Girls Clubs of Hamilton,17,16,Carnival,14,43.248951,-79.810564,ON,1
12,150,"111 West St., Sydney, B1N 1S3 ‎, NS",Boys and Girls Clubs of Cape Breton-Whitney Pier Youth Club,18,32,Painting class,15,46.159691,-60.181195,NS,1
16,154,"11 Bond Street, Yarmouth, B5A 1P6, NS",Boys and Girls Club of Yarmouth,17,11,Games in the field,13,43.827026,-66.120342,NS,1
10,149,"155 Airport Blvd., Gander, A1V 1W5, NL",Gander Boys and Girls Club,17,26,Community BBQ,13,48.958229,-54.61175,NL,1
14,119,"10090 93 avenue, Fort Saskatchewan, T8L 1N4, AB",Boys and Girls Club of Fort Saskatchewan,18,37,Glow dance in pm,11,53.702479,-113.207744,AB,1
14,141,"1021 RTE 776, Unit 1, Grand Manan, E5G 4E5, NB",The Boys and Girls Club of Grand Manan Island Inc.,17,11,Games in the field,14,44.765534,-66.753726,NB,1
12,114,"4516 - 54 St., Camrose, T4V 4W7, AB",Camrose and District Boys and Girls Club,18,25,building birdhouses,13,53.012369,-112.83306,AB,1
13,115,"10135 - 89 Street, Edmonton, T5H 1P6, AB",Boys and Girls Clubs Big Brothers Big Sisters of Edmonton & Area,15,7,Activities happening at various service locations,10,53.544822,-113.468879,AB,1
6,173,"108 - 75 Tandridge Crescent, Toronto, M9W 2N9, ON",Braeburn Boys and Girls Club,17,38,Pancake breakfast in am,10,43.72909,-79.546519,ON,1
15,123,"4714 48th St., Bonnyville, T9N 2J1, AB",Boys and Girls Club of Bonnyville,16,42,Tacky clothes day,14,54.266228,-110.735195,AB,1
6,105,"611 - 3rd Street, S.W., Black Diamond, T0L 0H0, AB",Boys and Girls Clubs of the Foothills,18,20,Parents and kids game day,12,50.683054,-114.238306,AB,1
12,183,"666 Woodland Avenue, Verdun , H4H 1V8, QC",Boys and Girls Clubs of Dawson,17,4,Dunk for Diabetes event,11,45.452447,-73.573858,QC,1
7,149,"155 Airport Blvd., Gander, A1V 1W5, NL",Gander Boys and Girls Club,17,26,Community BBQ,13,48.958229,-54.61175,NL,1
8,109,"P.O. Box 1554, Cochrane, T4C 1B5, AB",Boys and Girls Club of Cochrane and Area,16,21,Youth basketball game,14,51.188976,-114.475773,AB,1
7,147,"272 West Street, St. Anthony, A0K 4S0, NL",St. Anthony and Area Boys and Girls Club,18,41,Street clean-up,14,51.360741,-55.581977,NL,1
8,154,"11 Bond Street, Yarmouth, B5A 1P6, NS",Boys and Girls Club of Yarmouth,16,23,Variety of activities for kids and parents/families,14,43.827026,-66.120342,NS,1
15,153,"180 Lower Partridge River Road, East Preston, B2Z 1G8, NS",Boys and Girls Club of Preston,18,20,Parents and kids game day,14,44.715245,-63.412805,NS,1
12,144,"95 Citizen's Drive, Norris Arm South, A0G 3M0, NL",Norris Arm Boys and Girls Club,18,44,Providing volunteers,14,49.08541,-55.275392,NL,1
11,157,"Robert Meek Community Youth Centre, Kingston, K7K 3E1, ON",Boys and Girls Club of Kingston & Area Inc.,16,12,BBQ,14,44.239323,-76.484552,ON,1
12,131,"P.O. Box 484, Thompson, R8N 1N2, MB",Boys & Girls Club of Thompson Inc.,15,34,bike raffle,13,55.746935,-97.871797,MB,1
14,176,"180 North College Avenue, Sarnia, N7T 7X2, ON",Boys and Girls Club of Sarnia/Lambton,18,7,Activities happening at various service locations,14,42.97341,-82.401201,ON,1
13,184,"1-800, rue des Pompons, Sherbrooke , J1E 2Z5, QC",Club Garçons et Filles - Local des jeunes des Jardins Fleuris,16,22,Board games at local board game cafe (also having unplug-a-thon for whole week),13,45.419425,-71.867015,QC,1
16,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,18,12,BBQ,10,45.932414,-65.183547,NB,1
14,112,"4633 - 49th Street, Red Deer, T4N 1T4, AB",Boys and Girls Club of Red Deer and District,18,18,Family night,10,52.268036,-113.804126,AB,1
8,189,"1301 - 104th Street, North Battleford, S9A 1N9, SK",Battlefords Boys and Girls Club,18,17,Variety of Club activities,15,52.776823,-108.293512,SK,1
8,109,"P.O. Box 1554, Cochrane, T4C 1B5, AB",Boys and Girls Club of Cochrane and Area,16,21,Youth basketball game,14,51.188976,-114.475773,AB,1
7,103,"Heartland Youth Center, Stettler, T0C 2L0, AB",Stettler & District Boys and Girls Club,18,39,Campfire,14,52.326772,-112.701204,AB,1
15,140,"45 Corey Ave., Petitcodiac, E4Z 4G3, NB",Petitcodiac Boys and Girls Club Inc.,17,23,Variety of activities for kids and parents/families,10,45.932414,-65.183547,NB,1
10,151,"40 Douglas Street, Truro, B2N 2E7, NS",Boys and Girls Club of Truro and Colchester,15,8,police vs youth soccer game,14,45.3581206,-63.2773166,NS,1
7,166,"100 Galloway Road, Toronto, M1E 1W7, ON",Boys and Girls Club of East Scarborough,17,24,Chalk mural,15,43.757376,-79.193332,ON,1
11,183,"666 Woodland Avenue, Verdun , H4H 1V8, QC",Boys and Girls Clubs of Dawson,17,4,Dunk for Diabetes event,11,45.452447,-73.573858,QC,1
7,122,"20 Riedel St., Fort McMurray, T9H 3E1, AB",Fort McMurray Boys and Girls Club,18,5,Family picnic,11,56.723349,-111.36376,AB,1
11,125,"150 Wood Street, Kamloops, V2B 0G6, BC",Boys and Girls Club of Kamloops,16,8,police vs youth soccer game,11,50.689649,-120.356178,BC,1
8,123,"4714 48th St., Bonnyville, T9N 2J1, AB",Boys and Girls Club of Bonnyville,16,37,Glow dance in pm,10,54.266228,-110.735195,AB,1
17,134,"15 Everett Street, Moncton, E1C 3Z6, NB",Boys & Girls Club of Moncton,18,9,Afternoon in the park,12,46.104306,-64.814775,NB,1
12,117,"PO Box 2053, Whitecourt, T7S 1P7, AB",Boys and Girls Clubs of Whitecourt & District,17,29,Old Navy event in Delta,13,54.127681,-115.67198,AB,1
